20150045|3|1|J.Hansen|3
20150045|3|2|A.Edler|1
20150046|10|1|M.Zibanejad|4
20150046|10|2|E.Karlsson|7
20150046|1|1|N.Foligno|3
20150046|1|2|R.Johansen|3
20150046|2|1|M.Zibanejad|3
20150046|2|2|E.Karlsson|4
20150046|3|1|R.Johansen|4
20150046|3|2|D.Prout|1
20150046|4|1|B.Ryan|2
20150046|4|2|E.Karlsson|5
20150046|5|1|C.Atkinson|1
20150046|6|1|M.Stone|4
20150046|7|1|B.Ryan|3
20150046|7|2|E.Karlsson|6
20150046|8|1|M.Borowiecki|1
20150046|8|2|J.Cowen|1
20150046|9|1|M.Stone|5
20150046|9|2|K.Turris|2
20150047|1|1|Michael Del Zotto|
20150047|1|2|Brayden Schenn|1
20150047|2|1|Michael Raffl|1
20150047|2|2|Jakub Voracek|1
20150047|3|1|Wayne Simmonds|2
20150047|3|2|Sean Couturier|2
20150048|1|1|Z.Chara|1
20150048|1|2|B.Connolly|1
20150048|2|1|Z.Chara|2
20150048|2|2|C.Miller|1
20150048|3|1|A.McQuaid|1
20150048|4|1|R.Spooner|1
20150048|4|2|J.Hayes|1
20150048|5|1|J.Hayes|2
20150048|7|1|N.Zadorov|1
20150048|7|2|T.Barrie|2
20150048|8|1|J.Hayes|3
20150049|1|1|M.Hanzal|4
20150049|2|1|M.Domi|2
20150049|2|2|M.Hanzal|5
20150049|3|1|M.Boedker|1
20150049|3|2|Z.Michalek|1
20150049|4|1|T.Rieder|2
20150049|4|2|M.Hanzal|6
20150050|2|1|J.Neal|1
20150050|3|1|J.Tavares|3
20150050|3|2|R.Strome|1
20150050|4|1|M.Grabovski|1
20150050|5|1|B.Nelson|2
20150050|5|2|M.Grabovski|2
20150050|6|1|A.Lee|2
20150050|6|2|T.Hamonic|1
20150050|7|1|F.Forsberg|2
20150050|7|2|R.Josi|1
20150051|1|1|P.Hornqvist|1
20150051|1|2|K.Letang|1
20150051|2|1|M.Cullen|1
20150051|2|2|K.Porter|1
20150052|1|1|E.Kuznetsov|1
20150052|1|2|J.Carlson|3
20150052|2|1|S.Galiev|1
20150052|2|2|M.Johansson|1
20150052|3|1|M.Johansson|2
20150052|3|2|A.Burakovsky|1
20150052|4|1|A.Panarin|3
20150052|4|2|A.Anisimov|1
20150052|5|1|E.Kuznetsov|2
20150052|5|2|T.Oshie|1
20150053|1|1|D.Desharnais|2
20150053|2|1|D.Desharnais|3
20150053|2|2|T.Fleischmann|1
20150053|3|1|T.Mitchell|1
20150054|1|1|J.Drouin|4
20150054|2|1|J.Jokipakka|2
20150054|2|2|J.Benn|2
20150054|3|1|J.Spezza|2
20150054|3|2|T.Seguin|3
20150054|4|1|M.Janmark|2
20150054|4|2|C.Sceviour|1
20150054|5|1|C.Eakin|1
20150054|5|2|A.Hemsky|4
20150054|6|1|S.Stamkos|1
20150054|7|1|J.Drouin|5
20150054|7|2|B.Boyle|1
20150054|8|1|A.Hemsky|5
20150054|8|2|A.Goligoski|2
20150055|1|1|A.Barkov|3
20150055|1|2|N.Bjugstad|1
20150055|3|1|M.Foligno|3
20150055|3|2|N.Deslauriers|1
20150055|4|1|J.Jagr|2
20150055|4|2|A.Ekblad|2
20150055|5|1|R.O'reilly|2
20150055|5|2|R.Ristolainen|2
20150056|1|1|T.Purcell|1
20150056|2|1|T.Brouwer|2
20150056|2|2|J.Schwartz|3
20150056|3|1|J.Bouwmeester|2
20150056|3|2|J.Lehtera|3
20150056|4|1|A.Steen|3
20150056|4|2|A.Pietrangelo|3
20150056|6|1|T.Brouwer|3
20150056|6|2|P.Stastny|3
20150057|1|1|J.Pominville|3
20150057|1|2|R.Suter|4
20150057|2|1|J.Fontaine|1
20150057|3|1|J.Zucker|2
20150057|3|2|M.Scandella|1
20150057|4|1|M.Domi|3
20150057|5|1|Z.Parise|1
20150057|5|2|J.Pominville|4
20150057|6|1|M.Hanzal|7
20150057|6|2|C.Murphy|2
20150057|7|1|S.Doan|1
20150057|7|2|B.Richardson|1
20150058|1|1|J.Ward|3
20150058|1|2|T.Hertl|1
20150058|2|1|D.Severson|1
20150058|2|2|J.Tootoo|1
20150059|1|1|C.Atkinson|2
20150059|1|2|B.Dubinsky|2
20150059|2|1|D.Winnik|1
